"obs","pred"
0.00923961510323509,0.00933337934893457
0.00918324075093589,0.00927942171296599
0.00914255312210257,0.00928961272626504
0.00913062563392271,0.00979702560001763
0.0091614203013417,0.00968612903252665
0.00923782348009028,0.00959700091061502
0.0093384681208601,0.00947992379902048
0.00942735863435584,0.00955942846395785
0.00949040947903001,0.00912870836032319
0.00952607128791135,0.00981259623990301
0.00953616516018984,0.00895145307397975
0.00952430281634039,0.00948394590608242
0.00949485469863952,0.0091366669215634
0.00945212020393976,0.00910441236202594
0.00939983812043273,0.00877177250750484
0.00934102324219213,0.00920299001862958
0.00927802043966109,0.00942881453720992
0.00921267701473892,0.00927647212731782
0.00914660210967686,0.00932228210653648
0.00908157163069304,0.00923782960244642
0.00902026923364132,0.00897568407946685
0.00896763139541131,0.00902344029959651
0.00893269967616587,0.00904677775246159
0.00892910813402138,0.00927050838956564
0.00896951319154334,0.0092331475821583
0.0090527662829797,0.00957358971926218
0.00915242690540726,0.00927511560422025
0.00923561260677365,0.00905778494735325
0.00929260057541039,0.0095510993301744
0.00932279887613004,0.00911306995343641
0.00932844675933394,0.00908990814270728
0.00931332997150125,0.00921056940628083
0.00928179192207673,0.00900548480162059
0.00923797963558604,0.00918541178534651
0.00918543131029765,0.00894049724394805
0.00912697090010767,0.009112046498274
0.00906478977638383,0.00888790525731899
0.00900063486871306,0.00910195467195602
0.00893608490868394,0.00922498095351837
0.00887299740096037,0.00909408189993645
0.00881434046351057,0.00896843039872726
0.0087656569691035,0.00888396566485129
0.00873685896456138,0.00885396277057535
0.00874191080518656,0.00893177908982499
0.00879164160365862,0.00935827769172878
0.00888044788249628,0.00955384816775829
0.00897766600683337,0.00914528082289143
0.00905506182485594,0.00966035723984522
0.00910618832048738,0.00894502037116212
0.00913119889306508,0.0093734239752737
0.00913269362100096,0.00864650270960607
0.00911458800492364,0.00902454379159083
0.00908117069765993,0.00905254379109387
0.00903642679599816,0.00849464530630362
0.00898369836396366,0.00853984826342929
0.00892562961527343,0.00894579919061231
0.00886427239590895,0.00902138756751559
0.00880128863333007,0.00899838282117196
0.00873824642792367,0.00890700543672018
0.00867711727762831,0.00858413714279512
0.0086212084951552,0.00859713833155206
0.00857673687437141,0.00896791211918385
0.00855447238676947,0.00876372385868417
0.00856841128863141,0.00916500528891149
0.0086270269272423,0.00907683269319622
0.00871989874346565,0.00895140446970231
0.0088135482891773,0.00926382546505963
0.00888516934002362,0.00868172966068974
0.00893064460337281,0.00913799162170806
0.00895073838431566,0.00856314156173102
0.00894835958545255,0.00872978411918805
0.00892751295753122,0.00850380356516758
0.00889240893677527,0.00842149656634808
0.00884686359647,0.00810412147360929
0.00879402942360775,0.00869894111729474
0.00873638216618984,0.00860483080868694
0.00867584790669751,0.00870150236755428
0.00861401909480033,0.00886691088376934
0.00855247440380687,0.00887577309086458
0.00849333534252572,0.00848853127688477
0.00844030770387926,0.00872858634353884
0.00840034560871465,0.00844247373440828
0.00838502546660877,0.0088158780458672
0.00840801053766151,0.0085175184054957
0.00847490276839487,0.00886413723781454
0.00857021472449601,0.0092902642247002
0.00865952157400852,0.0089335347858803
0.00872544204255495,0.0089641675087979
0.00876548157160902,0.0084504083856594
0.0087809235250913,0.0089497882942648
0.0087749373863541,0.00830823909332367
0.0087515802310307,0.00863323696024934
0.00871496441341065,0.00840693868471956
0.00866873347078975,0.00818620356834292
0.00861585736974207,0.0084476428518319
0.0085586550470194,0.00844706161595537
0.00849894050802565,0.00879442113088512
0.00843825252026387,0.0084796451477476
0.00837820344533953,0.00844172487546833
0.0083211048852523,0.0087664739635403
0.00827112454748712,0.00886655844834786
0.00823600884371594,0.009361648251846
0.0082280410323097,0.00872921118028058
0.00826012705559807,0.00859912926565973
0.00833450840757926,0.00896638121788948
0.00843060273371444,0.00852911438862317
0.00851509712370754,0.00876835186927478
0.00857542671957851,0.00876675435699156
0.00861024880396407,0.00869194369651803
0.00862129685303077,0.00849098983736886
0.00861195585334712,0.00830507130119859
0.00858630176287865,0.00815006648031962
0.00854833269859649,0.00805678872700944
0.00850151871085551,0.00824765155036551
0.00844865508990032,0.0084630696786922
0.00839191577763076,0.00856372699605485
0.0083330162293331,0.00811336119625398
0.008273457971007,0.00858289140666622
0.00821491250283425,0.00831483252761075
0.00815992611102882,0.00854103502997556
0.00811319514949325,0.00849149108269721
0.00808329926208157,0.0082536758692011
0.00808307244252768,0.00881020727288607
0.00812419194105628,0.00872511858741443
0.00820508234509489,0.00869329405186792
0.00830040251911525,0.00869962524683421
0.00837983632647229,0.00848945390377652
0.00843470684003077,0.00821857548125143
0.00846453074065268,0.00839461575661688
0.00847143495254078,0.00832780782910912
0.00845897761349267,0.00828624810200251
0.00843122392813273,0.0080311447829345
0.00839204509844803,0.00829127871583764
0.00834473833607981,0.00841210015669126
0.00829193315661254,0.00804776568687219
0.00823567038786567,0.00803021975020869
0.00817758040290919,0.00856972806957447
0.0081191448539687,0.00815874032409626
0.00806212263304872,0.00830089264829493
0.00800934414616944,0.00821166636928608
0.00796610297627477,0.00811374261839192
0.00794183206250788,0.008337346211825
0.00794969676071607,0.00870477452645784
0.00799964449886418,0.00838837916667023
0.00808586172132569,0.00846162865125822
0.00817907425466449,0.00832743200453499
0.0082533421665404,0.00840387948245849
0.00830289978161331,0.00835301391890044
0.00832794423269207,0.00828604965053789
0.00833094611218997,0.00833343044277983
0.00831559701647852,0.00812912103532639
0.00828592543881987,0.00837916544719246
0.00824566590882886,0.00775361033026474
0.00819794572128977,0.00777455870783073
0.00814523756889886,0.00814715982880072
0.00808946112188534,0.00811174637629027
0.00803217539321781,0.00795165577294362
0.00797486073783879,0.00824969101795718
0.00791939504735256,0.00822775793165906
0.00786894729357504,0.00783969150236354
0.00782947651831682,0.00788847304970216
0.00781126005947559,0.00826161630838238
0.00782750842255952,0.00846932637912485
0.0078859278573229,0.00824802906611591
0.00797609805255949,0.00852128066853621
0.00806617073212094,0.00831366418952064
0.00813525381461039,0.00814431238403499
0.00817965447139079,0.00811927751704528
0.0082001363989611,0.00815492669651818
0.00819946818965509,0.00788111049486073
0.00818143796611756,0.00768531930475834
0.00815001551963189,0.0076210870064813
0.00810879102453491,0.00743160738477212
0.00806072666542547,0.00819051869536211
0.00800814762737305,0.00791509727279075
0.00795286433928734,0.00783234609847018
0.00789637851578017,0.00823623103949591
0.00784018941911043,0.00824690834655465
0.00778632943878309,0.00779514153492493
0.00773836550626702,0.00770756782971333
0.00770298686395849,0.00773836550626695
0.00769126837818841,0.00784405389264115
0.00771611365945326,0.00812534394128644
0.00778248378020584,0.00826116437285262
0.00787509501084352,0.00830519028007898
0.00796131167400882,0.0081950451929629
0.008025242855286,0.0078704595276713
0.00806464923657986,0.00803695059558704
0.0080807826669855,0.00828194923035739
0.00807666680951335,0.00810876836288613
0.0080561525180997,0.00765774110893485
0.00802313167518074,0.00796726920847188
0.00798104592948309,0.0078527094820692
0.00793269756527967,0.00782761508035256
0.00788027405533419,0.00759071189432948
0.00782548860447732,0.00794996658973076
0.0077698001577652,0.00791363324384321
0.00771474922927213,0.00780114229055026
0.00766256255731355,0.00767395005065483
0.00761726903261204,0.00779855119712659
0.00758634505303947,0.00789308134145122
0.00758156888115648,0.00776810282065932
0.00761512551067132,0.00806428880506548
0.007688746470358,0.00827799351759709
0.00778225166095176,0.00791524393347266
0.00786416616835413,0.0078493979926692
0.0079230105130529,0.00807138854598124
0.00795758991053028,0.00785262556901434
0.00796958489125682,0.00767275899374164
0.00796223376019018,0.00752463316676045
0.00793941890282096,0.0074919205942614
0.00790493869946119,0.0071861336600551
0.0078620840806152,0.00725315465410772
0.00781350368694116,0.00770047327639028
0.00776125731280088,0.0078607137787552
0.0077069729418198,0.00764130259343758
0.00765208214276653,0.00803281225204693
0.00759819157613682,0.00778859463311722
0.00754776703025573,0.00786741648627263
0.00750536716624131,0.0079985429634165
0.00747929910061885,0.00790286280414516
0.00748189439562252,0.00777621198968298
0.00752415950187844,0.00814715158758603
0.00760413670113333,0.00785597723934064
0.00769708100849368,0.0079593916528058
0.00777444203158429,0.007826381616035
0.00782828542335422,0.00768450057099023
0.0078582081502473,0.00778431996677609
0.00786626999457728,0.00762784159525998
0.00785588528388358,0.00787903433801164
0.00783094032491341,0.00756389948297447
0.0077951271847793,0.00761025214603881
0.00775158560995678,0.0075217416559642
0.00770281775983996,0.007434809476512
0.00765076600729843,0.00749078447439605
0.00759698527760569,0.00772589112788599
0.00754289625310184,0.00751252391106895
0.00749019971133869,0.00767999626368769
0.00744165041660125,0.00817869567820008
0.0074024070221061,0.00781900324070844
0.00738163059755506,0.00761425413716406
0.00739199289675164,0.00792546059311592
0.00744282964715243,0.00802137424202989
0.00752806248989096,0.00787413447643402
0.00761919764110804,0.00767918123996917
0.00769187910140877,0.00782167924921396
0.00774082176992012,0.00775080460248605
0.00776625980399902,0.00782783462698777
0.00777058819637032,0.00739588519638308
0.00775736098250702,0.00755017352987236
0.00773044362237866,0.00763493284265242
0.00769341180317533,0.00712719324774149
0.00764925578422706,0.00703891791003036
0.00760033854087491,0.00744977353973224
0.00754849547885103,0.00757054508042641
0.00749522104421547,0.00758651633216949
0.0074419429584006,0.00754305705843413
0.00739048772023364,0.00748100856027727
0.00734395445440827,0.00735727131658037
0.00730817225691571,0.00733850824236418
0.00729315082879265,0.00737303573003681
0.00731162188720399,0.00784302676777184
0.00737074427555367,0.00746066631850517
0.00745993676566059,0.0079449232020033
0.00754829304859605,0.00781023555438482
0.00761624514976013,0.00789132327154598
0.0076603977223255,0.00747672026038439
0.0076815235194666,0.00762405928191209
0.0076823118908505,0.00740251379254616
0.00766642223536371,0.00750764095160969
0.00763767812025551,0.00711445731148358
0.00759953060781143,0.00694485149503605
0.00755482386443026,0.00749248371150862
0.00750578949558152,0.00733328555054068
0.00745416650185279,0.0074841046944215
0.00740140193509934,0.00736803836165059
0.00734895033188799,0.00760479322041716
0.00729879973861282,0.00736658009872445
0.00725445448018945,0.00724088181275192
0.00722248162378752,0.00725452303556388
0.00721369635712632,0.00730071927356451
0.0072405434606318,0.00776218161586206
0.00730750087895154,0.00778207204017711
0.00739921616095456,0.00790487845199828
0.00748411361888889,0.00756483307165436
0.00754733309940743,0.00752430913134313
0.00758681402711823,0.00752587099119565
0.00760379948000586,0.00770056281978082
0.00760123425352682,0.00713656607771273
0.00758285153346162,0.00719254057173272
0.00755241412352059,0.00735054911629774
0.00751324366219987,0.00706115809475457
0.00746804197171567,0.00717106473954169
0.007418917662504,0.00727716519050117
0.00736752413917952,0.00736827928730856
0.00731527479867182,0.00763767077294181
