"detect_w","window","t_star","kendall_rho","kendall_theta","kendall_delta_rho","kendall_b_median","kendall_b_sd","mean_advance_time"
200,600,3880,-0.214285714285714,0.206196524710581,-0.080582296402538,0.285714285714286,0.357142857142857,931
300,600,3905,-0.142857142857143,0.039405520311955,-0.113389341902768,0.214285714285714,0.357142857142857,956
200,800,3880,0.0714285714285714,0.113389341902768,-0.0377964473009227,-0.142857142857143,-0.642857142857143,1231
300,800,3905,0.142857142857143,0,-0.109108945117996,0.0714285714285714,-0.5,1256
200,1000,3880,0.142857142857143,0.264575131106459,-0.428571428571429,-0.142857142857143,-0.285714285714286,431
300,1000,3905,0.214285714285714,-0.188982236504614,-0.642857142857143,0.142857142857143,-0.0714285714285714,456
