"time","X","Y","Z","c2"
125,0.000745381657917349,0.0963207632288254,0.0912452393416626,0.06
126,0.00136283903862162,0.0645860079549527,0.0908904222836134,0.06
127,0.00283648537901384,0.0435103215959875,0.0904269755440883,0.06
128,0.00642475034140782,0.0296505625950367,0.089887652095506,0.06
129,0.0153206816053226,0.0207756113406741,0.0892981849642954,0.06
130,0.0373775409986043,0.0155365738991884,0.0886784766780988,0.06
131,0.0900764310367879,0.0133368019121117,0.0880447247382535,0.06
132,0.202863406140776,0.0144864049262957,0.0874125194054631,0.06
133,0.393345717701159,0.0209044698094463,0.0868020863730864,0.06
134,0.610941328333203,0.037880841335773,0.0862480114822017,0.06
135,0.759222015029116,0.0778398573419776,0.0858150577743103,0.06
136,0.79090793807945,0.167415468612388,0.0856127768928421,0.06
137,0.688035982701561,0.354774341448574,0.0857764684703541,0.06
138,0.406332925253121,0.672380260864533,0.0863746862916517,0.06
139,0.0723526615144268,0.848310302195896,0.0872801365080834,0.06
140,0.00583062667763196,0.636556027758927,0.088157243418944,0.06
141,0.00115236109510724,0.43124796400085,0.0888087387810916,0.06
142,0.000531073258498605,0.289260921520099,0.089202972992746,0.06
143,0.000439017888607757,0.193642974152968,0.0893506608461749,0.06
144,0.00053789399021955,0.129581731928725,0.0892824847756827,0.06
145,0.000857872503953895,0.0867695391208128,0.0890388388641358,0.06
146,0.00163101064545824,0.0582371081537031,0.0886611848939431,0.06
147,0.00348316807828267,0.0393189189913833,0.088186469418177,0.06
148,0.00801858659456012,0.0269333735900662,0.087644836746262,0.06
149,0.0192892178242843,0.0191037481897247,0.0870597716401601,0.06
150,0.0470939581446846,0.0146814771660385,0.0864495337921265,0.06
151,0.112239935499309,0.0132756583246823,0.0858294393887788,0.06
152,0.245249738124874,0.0155160635977949,0.0852152675581397,0.06
153,0.451127289909368,0.0239697707650154,0.0846292688108295,0.06
154,0.659185542339603,0.0453090909515396,0.0841111941773597,0.06
155,0.779162972881987,0.0948256698728884,0.0837348247298748,0.06
156,0.778299328204177,0.204364248274358,0.0836179940166759,0.06
157,0.63380800066704,0.42629449759758,0.0838875109103596,0.06
158,0.30578093420167,0.757492995270387,0.0845721811380439,0.06
159,0.0363209004939173,0.810256204136472,0.0854826894070372,0.06
160,0.00346765237037125,0.576623068693829,0.086290152190124,0.06
161,0.00087772398388838,0.388860187424989,0.0868616444425276,0.06
162,0.000481624224105211,0.260643881463067,0.0871821131725278,0.06
163,0.000447863066062493,0.174465350742409,0.0872681673976529,0.06
164,0.000593781900711306,0.116766316805813,0.0871531463457762,0.06
165,0.00099818603687745,0.0782267572681128,0.0868774718350415,0.06
166,0.0019651693506302,0.0525649448522961,0.0864808626234592,0.06
167,0.00429391075854036,0.0355857627303569,0.0859977639135436,0.06
168,0.0100256885239706,0.0245336128523956,0.0854558413997693,0.06
169,0.0242806392226846,0.0176661076407587,0.0848765304134539,0.06
170,0.0591739073942878,0.0140283371487483,0.0842766713307725,0.06
171,0.138905616902467,0.0134497342940196,0.0836709506805468,0.06
172,0.292767338401194,0.0169365157406789,0.0830756972722094,0.06
173,0.508874959585097,0.0278401305066189,0.0825157823745092,0.06
174,0.700841010493986,0.0545027318969457,0.0820369619049981,0.06
175,0.790881900406488,0.11561594180502,0.0817223972005975,0.06
176,0.756400288510429,0.248718449801599,0.0816956454113542,0.06
177,0.566529132672389,0.506969686486612,0.0820679418911822,0.06
178,0.207051727397836,0.822837260610957,0.0828220066286312,0.06
179,0.0182606902531327,0.753466635049916,0.0837118220431183,0.06
180,0.00221862412518283,0.521461671488487,0.0844454529059831,0.06
181,0.000704999576329174,0.350736613227853,0.0849399553291517,0.06
182,0.000452510940475827,0.234980999183525,0.0851913904345868,0.06
183,0.000467641058998729,0.157281395568242,0.0852211635347465,0.06
184,0.000665468502799226,0.105289212587523,0.0850644752405827,0.06
185,0.00117271958384522,0.0705811885612914,0.084761222515557,0.06
186,0.00238182490864079,0.0474957615602713,0.0843491521967907,0.06
187,0.00531054353941129,0.0322625647945378,0.0838602212486558,0.06
188,0.0125500178688321,0.0224210141430666,0.0833197695663973,0.06
189,0.0305411646692652,0.0164466311124667,0.0827473840368354,0.06
190,0.074091230477161,0.0135757554044131,0.0821587037029173,0.06
191,0.170516587464525,0.0138810119214494,0.0815680465764718,0.06
192,0.344663963770949,0.0188170783115255,0.0809926860858063,0.06
193,0.564629124951095,0.0326848604763033,0.0804607627359471,0.06
194,0.735147188752779,0.0658364858982497,0.0800248482548764,0.06
195,0.794386139213174,0.140948407341976,0.0797773998831125,0.06
196,0.72452891526394,0.301429870016676,0.0798440294689864,0.06
197,0.486025739437805,0.594501552080994,0.0803130719495936,0.06
198,0.123864193763559,0.85402775565438,0.0811159689450317,0.06
199,0.00962687251348737,0.690754703641709,0.0819643645930473,0.06
200,0.00151943110264701,0.471262151726141,0.0826233565491573,0.06
201,0.000593749227269486,0.316468126178202,0.0830443780474824,0.06
202,0.000438797216778673,0.21195794085937,0.0832316007751522,0.06
203,0.0004985363663283,0.14187547095052,0.0832102957362627,0.06
204,0.000755830652214672,0.0950047595809785,0.0830168020774375,0.06
205,0.0013893037194585,0.0637357654697208,0.0826900460485119,0.06
206,0.00290142964068067,0.0429653854319535,0.082265647413125,0.06
207,0.00658569529460247,0.0293075067783216,0.0817731353201507,0.06
208,0.0157223918874355,0.0205700459749595,0.0812356873164068,0.06
209,0.0383654991394524,0.0154331833020285,0.0806712428666856,0.06
210,0.0923575395291449,0.0133272309748997,0.0800944566324685,0.06
211,0.207346563229186,0.014600143827882,0.0795195521867923,0.06
212,0.399743795398347,0.0212449681953139,0.0789651827646912,0.06
213,0.616576256100781,0.0387103616640248,0.0784634520675312,0.06
214,0.761711354299453,0.079756791118221,0.0780744698853192,0.06
215,0.789594477245604,0.171654910328833,0.077899298210509,0.06
216,0.681801730382948,0.363243030097757,0.0780608537535244,0.06
217,0.393860166513801,0.68378485064229,0.0786175280676084,0.06
218,0.0664141116854792,0.845226543541161,0.0794459166737991,0.06
219,0.00542910734236999,0.628887961930564,0.0802388253514667,0.06
220,0.00110727259646036,0.425826220801484,0.0808242410186079,0.06
221,0.000521701652014345,0.28566910061735,0.081175621314669,0.06
222,0.000437605693448002,0.191294022137965,0.0813034724071067,0.06
223,0.00054130101918235,0.128056022553069,0.0812360972065462,0.06
224,0.00086865561364182,0.0857841461360975,0.0810103351101589,0.06
225,0.00165807241398204,0.0576048122102855,0.08066378929949,0.06
226,0.00354989712729717,0.0389172095910773,0.0802298578999952,0.06
227,0.00818458742418517,0.0266840661227266,0.07973574470815,0.06
228,0.0197031825897671,0.0189591726033162,0.0792026331253038,0.06
229,0.0481016216612229,0.0146174009091028,0.0786470133905459,0.06
230,0.114498465911378,0.0132915196905069,0.0780827738255284,0.06
231,0.249406592650024,0.0156479804119408,0.0775243365806511,0.06
232,0.456434798055358,0.0243285548278892,0.0769922142957886,0.06
233,0.663217989875398,0.0461666800861349,0.0765231989925017,0.06
234,0.780394446356935,0.0967906893740045,0.0761854910678338,0.06
235,0.776263167388574,0.208643638991987,0.0760873022565892,0.06
236,0.627248378304625,0.434419804914779,0.0763431966654712,0.06
237,0.294946057444813,0.765716744571551,0.0769752857787333,0.06
238,0.0336982823019514,0.80496399225157,0.0778049776003328,0.06
239,0.00329047965779794,0.570694911787912,0.0785346297124798,0.06
240,0.000853304505696487,0.384811794787298,0.0790485814239744,0.06
241,0.000475986271719737,0.257985238338217,0.0793343799340336,0.06
242,0.000447421752881017,0.172738683802391,0.07940765905772,0.06
243,0.000597359604325885,0.115653002045183,0.0792989930569717,0.06
244,0.00100872275096732,0.0775135938142007,0.0790451701758111,0.06
245,0.0019915792285636,0.0521116285398506,0.078682195487292,0.06
246,0.00435936068777838,0.035301372812656,0.0782412218992252,0.06
247,0.0101891289331816,0.024360654773891,0.0777472438053019,0.06
248,0.0246873183815309,0.0175705211510101,0.0772196257379395,0.06
249,0.0601501312842109,0.0139947248907417,0.0766736043665842,0.06
250,0.141013929431825,0.0134833218975438,0.0761225224666308,0.06
251,0.296359809848241,0.017077370522852,0.0755813191339265,0.06
252,0.512936493778716,0.0282012933451777,0.0750728919334205,0.06
253,0.703459223819876,0.0553548944614879,0.0746394536960336,0.06
254,0.79118283335424,0.117553073943878,0.074357574339851,0.06
255,0.75394126455862,0.252856342921476,0.0743402703182995,0.06
256,0.56007729446361,0.514276340839547,0.074687506896403,0.06
257,0.199030365296545,0.827140396898496,0.0753796918996475,0.06
258,0.0172248218869524,0.748296337528642,0.0761884921879768,0.06
259,0.00213811704791332,0.517117184782213,0.0768516770205087,0.06
260,0.00069152118612761,0.347835546004832,0.0772969077248455,0.06
261,0.00044910204308059,0.23309490470984,0.0775213197161712,0.06
262,0.000467670088963677,0.156068478183053,0.0775447326406012,0.06
263,0.000668768889029424,0.104515667836357,0.0773993030937547,0.06
264,0.00118219486866803,0.0700918770151202,0.0771212952034373,0.06
265,0.00240574206180478,0.0471893314592048,0.0767449251169635,0.06
266,0.00537023260694052,0.0320740110751345,0.0762991164900495,0.06
267,0.0126993240957038,0.0223098483028832,0.0758067912661836,0.06
268,0.0309110194421618,0.0163897647695383,0.0752856718550605,0.06
269,0.074962792716143,0.0135645486301772,0.0747499321090286,0.06
270,0.172314105448164,0.013924314175082,0.0742125987677602,0.06
271,0.347465050885859,0.0189553837374859,0.0736894758212889,0.06
272,0.567403472985528,0.0330262859135479,0.0732064159794436,0.06
273,0.736607456675521,0.066635227306261,0.0728117563364833,0.06
274,0.794071069988096,0.142750288193236,0.0725903190394698,0.06
275,0.721959155629711,0.30518504553299,0.0726566244709357,0.06
276,0.480216971725932,0.600455133634968,0.0730896311075455,0.06
277,0.119160475679203,0.854774795215039,0.0738236201592707,0.06
278,0.0092374101153639,0.686720320261087,0.0745938696085764,0.06
279,0.00148221474411811,0.468284458959069,0.075190117608185,0.06
280,0.000586225783866953,0.314518001420692,0.075569775577435,0.06
281,0.000436649933218009,0.210708334928869,0.0757370639204599,0.06
282,0.000498589173849941,0.141084696172541,0.0757151813844053,0.06
283,0.000758302245132695,0.0945098553320944,0.0755372415229509,0.06
284,0.00139657836413812,0.0634296240027632,0.0752386016599366,0.06
285,0.00292012470538374,0.042778730463586,0.0748515597436133,0.06
286,0.00663277955709969,0.0291966035671455,0.0744028679446119,0.06
287,0.0158405494572863,0.0205082263219032,0.0739135197387528,0.06
288,0.0386559438935926,0.0154059687880285,0.0733997719433441,0.06
289,0.0930253484089184,0.0133307140899048,0.0728749259324812,0.06
290,0.208648057893055,0.0146442371216412,0.0723519331306332,0.06
291,0.401573144385559,0.021365914366162,0.0718478452303513,0.06
292,0.618138038679844,0.0390016237776728,0.0713920785455555,0.06
293,0.762304600749874,0.0804354905862124,0.071039717077771,0.06
294,0.788967004738848,0.17317618247562,0.0708831863124175,0.06
295,0.679466045780101,0.366315193667427,0.0710342890066392,0.06
296,0.389304174280746,0.687905230388205,0.0715448500140193,0.06
297,0.064352958197739,0.844050134319675,0.0723000596083894,0.06
298,0.00528825258562588,0.626223355769408,0.0730198711702746,0.06
299,0.00109020973675598,0.423996494028091,0.0735502406133429,0.06
300,0.000517448211780347,0.284501144106729,0.0738677458426806,0.06
301,0.000436055511284071,0.190565634838841,0.0739821824312943,0.06
302,0.000540938400908491,0.127610104411415,0.0739194026908962,0.06
303,0.000869590978734904,0.0855163177097515,0.0737129233594063,0.06
304,0.00166157835788471,0.0574474951658089,0.0733968935356376,0.06
305,0.00355954140736547,0.0388274564910866,0.0730016145647241,0.06
306,0.00820946991371548,0.0266353965977698,0.0725517593189135,0.06
307,0.0197658226044289,0.0189359429466903,0.072066541355513,0.06
308,0.0482537332969947,0.0146116232063558,0.0715609258126738,0.06
309,0.114836280487496,0.01330191988431,0.0710475327191523,0.06
310,0.250017893515476,0.0156823890138874,0.070539495393194,0.06
311,0.457190155879746,0.0244127540952788,0.0700555342220385,0.06
312,0.663738404988091,0.0463664910377968,0.0696292633468035,0.06
313,0.780420656635324,0.097259234480537,0.0693229860496675,0.06
314,0.77562505724497,0.209694875763805,0.0692354191638977,0.06
315,0.625539221825558,0.436466549500698,0.069470660149864,0.06
316,0.292187310410238,0.767807825058193,0.0700479008189736,0.06
317,0.033049414907111,0.803683062489315,0.0708031547082917,0.06
318,0.00324410935911637,0.569319545476217,0.0714659964110068,0.06
319,0.000845875443031249,0.383930081115795,0.071932415076399,0.06
320,0.000473466010756758,0.257455549168373,0.0721913680688805,0.06
321,0.000445959822640281,0.172434057063382,0.0722571834534967,0.06
322,0.000596091351642406,0.115486723929671,0.0721577040109355,0.06
323,0.00100719312507734,0.0774293981421264,0.0719263713801709,0.06
324,0.00198913485493299,0.052074186397424,0.0715958896174427,0.06
325,0.00435451581603133,0.0352891793851946,0.0711945466456203,0.06
326,0.0101781073275464,0.0243610661131698,0.0707450387563191,0.06
327,0.0246605446138363,0.017576481117074,0.0702649539857753,0.06
328,0.0600851092612009,0.0140027308823867,0.0697681374274946,0.06
329,0.140869317891797,0.0134924152913451,0.0692667213205255,0.06
330,0.296101193915729,0.0170893137871691,0.0687742999849568,0.06
331,0.512613724626306,0.0282232555855107,0.0683117228405327,0.06
332,0.703175592010188,0.0554080205593587,0.0679174414173498,0.06
333,0.790937519828426,0.117692396278444,0.0676612119175437,0.06
334,0.753606430216539,0.253200538541958,0.0676459627666124,0.06
335,0.559434955620408,0.514959847546165,0.0679626068030227,0.06
336,0.198240454008751,0.827616595334428,0.0685929957562058,0.06
337,0.0171165597583871,0.747915322940571,0.0693289382127645,0.06
338,0.00212755406301987,0.516852747399255,0.069932131495721,0.06
339,0.000688705810198178,0.347726487859794,0.0703370555249375,0.06
340,0.000447396389936848,0.233081418866298,0.0705411677479019,0.06
341,0.000465858428351289,0.156105439085593,0.070562507323294,0.06
342,0.000666011811227178,0.104574133856954,0.0704303059513025,0.06
343,0.00117695718594938,0.0701547711128157,0.0701775191751141,0.06
344,0.00239436082292757,0.0472474582168,0.0698352418031866,0.06
345,0.00534344692428341,0.0321230374919753,0.0694297638981806,0.06
346,0.0126336136101043,0.0223480831007583,0.0689819264582599,0.06
347,0.0307488518838695,0.0164165738111409,0.0685078474151183,0.06
348,0.0745789161933459,0.0135789383878395,0.0680204191102148,0.06
349,0.171514997653981,0.0139229510028899,0.0675314870684484,0.06
350,0.346199611201776,0.0189288651042793,0.0670554110758043,0.06
351,0.566099555091502,0.0329525618212055,0.0666156682186359,0.06
352,0.73579183316584,0.0664688105334004,0.0662561613139461,0.06
353,0.793842956998476,0.142406632272518,0.0660539906501761,0.06
354,0.722269104150141,0.30454025697345,0.0661133948998298,0.06
355,0.481091503739226,0.599543456484637,0.0665064938177221,0.06
356,0.119835204264537,0.854792482806445,0.0671739565341877,0.06
357,0.00928527852932176,0.687496701221537,0.0678751767397865,0.06
358,0.00148474712138052,0.468938332476147,0.0684183703269885,0.06
359,0.000585530198399399,0.315030825979279,0.0687645982013045,0.06
360,0.000435142947005114,0.21110798198022,0.0689176350902418,0.06
361,0.000495991575865281,0.141394091563386,0.0688985248137056,0.06
362,0.000753325874214495,0.094746962090586,0.0687373414824461,0.06
363,0.0013859796123721,0.0636089183999573,0.0684662208344806,0.06
364,0.0028957387058347,0.0429119505545055,0.0681145366973591,0.06
365,0.00657381173797958,0.0292930137753658,0.0677066331382671,0.06
366,0.0156945659124265,0.020574575261283,0.0672616225841863,0.06
367,0.0382973046964322,0.0154460678913843,0.0667943080242985,0.06
368,0.0921961392925166,0.0133440226784108,0.0663167960256314,0.06
369,0.207015440127621,0.0146217918256323,0.0658408559796587,0.06
370,0.399234638937202,0.0212806174497665,0.0653819475100195,0.06
371,0.616037062118644,0.0387885514977499,0.0649667068157967,0.06
372,0.761239078784365,0.0799547576026699,0.0646450324695239,0.06
373,0.789044318047613,0.17215583052143,0.0645008031510373,0.06
374,0.680802160764519,0.364369819284555,0.06463587512122,0.06
375,0.392038002587632,0.685455754285802,0.0650982116297057,0.06
376,0.0655490756747919,0.844954515801483,0.0657847084046984,0.06
377,0.00536291299005127,0.628073389592842,0.0664407714560099,0.06
378,0.00109693889715112,0.425389941218383,0.0669249235787689,0.06
379,0.000517563408669335,0.285507693765986,0.0672154843043608,0.06
380,0.000434287657486019,0.191291687892162,0.067321216184589,0.06
381,0.000537078425403366,0.128133918577366,0.0672655313529044,0.06
382,0.000861460193298207,0.0858934182864896,0.0670788612406645,0.06
383,0.00164341408900708,0.0577174580194537,0.0667922582359994,0.06
384,0.00351666520770436,0.0390185608205229,0.0664333068126592,0.06
385,0.00810450107748138,0.026767456745823,0.0660244864183759,0.06
386,0.019505259622188,0.0190219435666394,0.0655833116403337,0.06
387,0.0476192962310569,0.014657963518101,0.0651234233452817,0.06
388,0.113411103891111,0.0133062573439045,0.0646563098602075,0.06
389,0.247385554548832,0.0156260989441887,0.0641938890495719,0.06
390,0.453803163165398,0.024242704498224,0.0637530874669473,0.06
391,0.661085709713851,0.0459574853064422,0.0633642542570565,0.06
392,0.779383007207954,0.0963426528912719,0.0630837003340101,0.06
393,0.776307271698688,0.207760698589744,0.0630009488818607,0.06
394,0.628324190410923,0.43291791304957,0.0632111193866062,0.06
395,0.296771864076188,0.764432071588366,0.063733194454093,0.06
396,0.0340934433679151,0.806157577623315,0.0644201466679404,0.06
397,0.00331046458027739,0.572059570187129,0.0650252494806964,0.06
398,0.00085328623976889,0.385906397533693,0.0654520701498307,0.06
399,0.000473665873280547,0.258847680990829,0.0656901463704256,0.06
400,0.000443538161030413,0.173413804558627,0.0657523061648812,0.06
401,0.000590408029612372,0.116176411427152,0.0656637475703632,0.06
402,0.000994694807947766,0.0779141830891528,0.0654548394737646,0.06
403,0.00196047343312528,0.0524133170030663,0.0651553425466009,0.06
404,0.00428581237826494,0.0355237087694509,0.0647910369716271,0.06
405,0.0100086456321527,0.024518779341512,0.0643826278210572,0.06
406,0.0242401044676008,0.0176746469349303,0.0639461676341478,0.06
407,0.0590743525402278,0.0140485049904914,0.0634942859938244,0.06
408,0.13867786694835,0.0134790568214474,0.0630380224156388,0.06
409,0.292341094655302,0.0169834854172389,0.0625896864805261,0.06
410,0.508300102336216,0.0279352028236781,0.0621680725317479,0.06
411,0.700248309260143,0.0547303456460962,0.0618078018727337,0.06
412,0.790197331023971,0.116186478562638,0.0615718121581197,0.06
413,0.755218363248175,0.250072878493673,0.0615534794917366,0.06
414,0.56410772763253,0.50959404157965,0.0618363999612952,0.06
415,0.204003557237061,0.824674486226642,0.0624064342028452,0.06
416,0.017833744233692,0.751903602464706,0.0630767613945573,0.06
417,0.00217937303834261,0.520291496106277,0.0636284703976679,0.06
418,0.000695424553055887,0.350151342752959,0.0640001287006622,0.06
419,0.000447188151075837,0.234768143662562,0.0641889972487693,0.06
420,0.000462364606046712,0.157277940260834,0.0642112430345406,0.06
421,0.000657769546420921,0.105389069353114,0.0640933209963121,0.06
422,0.00115841312280203,0.0707202772862184,0.0638651752225842,0.06
423,0.00235117225189133,0.0476377071006735,0.0635551303900818,0.06
424,0.00523885451055407,0.0323887979023183,0.0631871715356145,0.06
425,0.0123740975044305,0.0225227563060454,0.0627803386340418,0.06
426,0.0301075047338246,0.0165199588556606,0.0623493582708698,0.06
427,0.0730632803293788,0.013616982863374,0.0619059953507786,0.06
428,0.168367654830518,0.0138812851797078,0.0614610161101857,0.06
429,0.341234387048612,0.0187527724990005,0.0610273859329222,0.06
430,0.561054616310433,0.0325015914833467,0.0606261993337453,0.06
431,0.73286681882236,0.0654245032475964,0.0602968861927022,0.06
432,0.793670222426755,0.1401092323205,0.060108932239865,0.06
433,0.725192004135503,0.299882185340128,0.0601570661934867,0.06
434,0.488065654183637,0.592342561444377,0.0605084562655902,0.06
435,0.125487391120039,0.85406071798993,0.0611124564289158,0.06
436,0.0097406689146126,0.692679767198353,0.061752410972864,0.06
437,0.00152406358022817,0.47292605005505,0.0622503739221384,0.06
